Symbol,ISIN,Trade Date,Exchange,Segment,Series,Trade Type,Auction,Quantity,Price,Trade ID,Order ID,Order Execution Time
HDFCMOMENT,INF179KC1HV6,45601,NSE,EQ,EQ,buy,FALSE,60,34.32,203869072,1100000026894931,5/11/2024
SILVERETF,INF789F1AYK6,45601,NSE,EQ,EQ,buy,FALSE,20,92.37,603949924,1300000025495880,5/11/2024
HDFCSML250,INF179KC1FB2,45601,NSE,EQ,EQ,buy,FALSE,12,176.46,203868994,1100000026893875,5/11/2024
AUTOIETF,INF109KC10V2,45601,NSE,EQ,EQ,buy,FALSE,60,24.18,203869109,1100000026895222,5/11/2024
CASTROLIND,INE172A01027,45608,NSE,EQ,EQ,sell,FALSE,1,203.81,2010425,1000000014754788,12/11/2024
EXIDEIND,INE302A01020,45608,NSE,EQ,EQ,sell,FALSE,9,444.45,202725939,1100000018175090,12/11/2024
JYOTHYLAB,INE668F01031,45608,NSE,EQ,EQ,sell,FALSE,1,500.70,402888709,1200000019142493,12/11/2024
IOC,INE242A01010,45608,NSE,EQ,EQ,sell,FALSE,3,140.12,202725960,1100000018175184,12/11/2024
MARICO,INE196A01026,45608,NSE,EQ,EQ,sell,FALSE,1,603.05,402888706,1200000019142463,12/11/2024
IOC,INE242A01010,45608,NSE,EQ,EQ,sell,FALSE,6,140.12,202725961,1100000018175184,12/11/2024
MARICO,INE196A01026,45608,NSE,EQ,EQ,sell,FALSE,1,603.05,402888705,1200000019142463,12/11/2024
JYOTHYLAB,INE668F01031,45608,NSE,EQ,EQ,sell,FALSE,4,500.70,402888710,1200000019142493,12/11/2024
JYOTHYLAB,INE668F01031,45608,NSE,EQ,EQ,sell,FALSE,3,500.70,402888711,1200000019142493,12/11/2024
NBCC,INE095N01031,45608,NSE,EQ,EQ,sell,FALSE,14,95.41,402888694,1200000019142386,12/11/2024
NBCC,INE095N01031,45608,NSE,EQ,EQ,sell,FALSE,1,95.41,402888693,1200000019142386,12/11/2024
NHPC,INE848E01016,45608,NSE,EQ,EQ,sell,FALSE,10,81.11,402888701,1200000019142415,12/11/2024
HUDCO,INE031A01017,45608,NSE,EQ,EQ,sell,FALSE,10,216.90,202725959,1100000018175153,12/11/2024
GPPL,INE517F01014,45608,NSE,EQ,EQ,sell,FALSE,6,182.05,202725940,1100000018175099,12/11/2024
GPPL,INE517F01014,45608,NSE,EQ,EQ,sell,FALSE,4,182.05,202725941,1100000018175099,12/11/2024
MOTHERSON,INE775A01035,45608,NSE,EQ,EQ,sell,FALSE,10,173.38,402888681,1200000019142279,12/11/2024
RVNL,INE415G01027,45608,NSE,EQ,EQ,sell,FALSE,9,442.05,602932881,1300000017696073,12/11/2024
HINDPETRO,INE094A01015,45608,NSE,EQ,EQ,sell,FALSE,9,381.05,202725942,1100000018175118,12/11/2024
MANAPPURAM,INE522D01027,45608,NSE,EQ,EQ,sell,FALSE,10,158.11,402888703,1200000019142443,12/11/2024
MRPL,INE103A01014,45608,NSE,EQ,EQ,sell,FALSE,8,157.06,402888700,1200000019142412,12/11/2024
MARICO,INE196A01026,45608,NSE,EQ,EQ,sell,FALSE,2,603.00,402888708,1200000019142463,12/11/2024
ONGC,INE213A01029,45608,NSE,EQ,EQ,sell,FALSE,10,259.35,402888712,1200000019142503,12/11/2024
SJVN,INE002L01015,45608,NSE,EQ,EQ,sell,FALSE,18,111.07,602932880,1300000017696064,12/11/2024
REDINGTON,INE891D01026,45608,NSE,EQ,EQ,sell,FALSE,8,190.53,602932878,1300000017696052,12/11/2024
MARICO,INE196A01026,45608,NSE,EQ,EQ,sell,FALSE,1,603.05,402888704,1200000019142463,12/11/2024
ASHOKLEY,INE208A01029,45608,NSE,EQ,EQ,sell,FALSE,9,220.03,2010447,1000000014754922,12/11/2024
IRFC,INE053F01010,45608,NSE,EQ,EQ,sell,FALSE,19,147.97,202725932,1100000018175020,12/11/2024
EXIDEIND,INE302A01020,45608,NSE,EQ,EQ,sell,FALSE,1,444.55,202725938,1100000018175090,12/11/2024
CASTROLIND,INE172A01027,45608,NSE,EQ,EQ,sell,FALSE,6,203.81,2010424,1000000014754788,12/11/2024
CASTROLIND,INE172A01027,45608,NSE,EQ,EQ,sell,FALSE,7,203.81,2010426,1000000014754788,12/11/2024
AWL,INE699H01024,45608,NSE,EQ,EQ,sell,FALSE,8,336.10,2010446,1000000014754914,12/11/2024
IRB,INE821I01022,45608,NSE,EQ,EQ,sell,FALSE,9,51.11,202725931,1100000018175014,12/11/2024
PETRONET,INE347G01014,45608,NSE,EQ,EQ,sell,FALSE,10,324.55,402888702,1200000019142423,12/11/2024
CROMPTON,INE299U01018,45608,NSE,EQ,EQ,sell,FALSE,9,392.65,2010429,1000000014754862,12/11/2024
IEX,INE022Q01020,45608,NSE,EQ,EQ,sell,FALSE,9,169.40,202725930,1100000018175009,12/11/2024
BLS,INE153T01027,45608,NSE,EQ,EQ,sell,FALSE,19,405.65,2010428,1000000014754853,12/11/2024
MARICO,INE196A01026,45608,NSE,EQ,EQ,sell,FALSE,3,603.00,402888707,1200000019142463,12/11/2024
ZOMATO,INE758T01015,45608,NSE,EQ,EQ,buy,FALSE,19,256.25,602933446,1300000017701203,12/11/2024
BPCL,INE029A01011,45608,NSE,EQ,EQ,buy,FALSE,13,311.85,2010998,1000000014758619,12/11/2024
PATANJALI,INE619A01035,45608,NSE,EQ,EQ,buy,FALSE,2,1866.60,602933449,1300000017701219,12/11/2024
RRKABEL,INE777K01022,45608,NSE,EQ,EQ,buy,FALSE,1,1520.80,602933440,1300000017701175,12/11/2024
RRKABEL,INE777K01022,45608,NSE,EQ,EQ,buy,FALSE,2,1520.80,602933442,1300000017701175,12/11/2024
ZOMATO,INE758T01015,45608,NSE,EQ,EQ,buy,FALSE,3,256.25,602933447,1300000017701203,12/11/2024
NESTLEIND,INE239A01024,45608,NSE,EQ,EQ,buy,FALSE,1,2267.20,402889400,1200000019148499,12/11/2024
HATSUN,INE473B01035,45608,NSE,EQ,EQ,buy,FALSE,3,1129.05,202726681,1100000018180436,12/11/2024
HATSUN,INE473B01035,45608,NSE,EQ,EQ,buy,FALSE,4,1129.15,202726683,1100000018180436,12/11/2024
PATANJALI,INE619A01035,45608,NSE,EQ,EQ,buy,FALSE,3,1866.65,602933450,1300000017701219,12/11/2024
OIL,INE274J01014,45608,NSE,EQ,EQ,buy,FALSE,1,503.05,402889396,1200000019148460,12/11/2024
HATSUN,INE473B01035,45608,NSE,EQ,EQ,buy,FALSE,3,1129.05,202726682,1100000018180436,12/11/2024
RRKABEL,INE777K01022,45608,NSE,EQ,EQ,buy,FALSE,5,1520.80,602933439,1300000017701175,12/11/2024
RRKABEL,INE777K01022,45608,NSE,EQ,EQ,buy,FALSE,1,1520.75,602933438,1300000017701175,12/11/2024
HATSUN,INE473B01035,45608,NSE,EQ,EQ,buy,FALSE,1,1128.85,202726680,1100000018180436,12/11/2024
RRKABEL,INE777K01022,45608,NSE,EQ,EQ,buy,FALSE,1,1520.80,602933441,1300000017701175,12/11/2024
RRKABEL,INE777K01022,45608,NSE,EQ,EQ,buy,FALSE,1,1520.65,602933437,1300000017701175,12/11/2024
OIL,INE274J01014,45608,NSE,EQ,EQ,buy,FALSE,1,503.05,402889398,1200000019148460,12/11/2024
OIL,INE274J01014,45608,NSE,EQ,EQ,buy,FALSE,7,503.05,402889397,1200000019148460,12/11/2024
OIL,INE274J01014,45608,NSE,EQ,EQ,buy,FALSE,2,503.25,402889399,1200000019148460,12/11/2024
PATANJALI,INE619A01035,45608,NSE,EQ,EQ,buy,FALSE,6,1866.55,602933448,1300000017701219,12/11/2024
HDFCMOMENT,INF179KC1HV6,45608,NSE,EQ,EQ,buy,FALSE,60,34.60,202761621,1100000018454418,12/11/2024
MOM30IETF,INF109KC17C7,45609,NSE,EQ,EQ,buy,FALSE,50,34.04,203991890,1100000026138544,13/11/2024
GOLDBEES,INF204KB17I5,45609,NSE,EQ,EQ,buy,FALSE,19,63.15,203991918,1100000026138719,13/11/2024
AUTOIETF,INF109KC10V2,45609,NSE,EQ,EQ,buy,FALSE,11,23.40,203991979,1100000026138986,13/11/2024
CONSUMBEES,INF204KA1LD7,45609,NSE,EQ,EQ,buy,FALSE,10,123.21,405089135,1200000029837961,13/11/2024
HDFCSML250,INF179KC1FB2,45609,NSE,EQ,EQ,buy,FALSE,12,170.05,203991919,1100000026138730,13/11/2024
UTINEXT50,INF789F1AUW9,45609,NSE,EQ,EQ,buy,FALSE,20,72.16,604142361,1300000024604420,13/11/2024
MOM30IETF,INF109KC17C7,45609,NSE,EQ,EQ,buy,FALSE,50,34.04,203992005,1100000026139036,13/11/2024
AUTOIETF,INF109KC10V2,45609,NSE,EQ,EQ,buy,FALSE,49,23.40,203991980,1100000026138986,13/11/2024
SILVERETF,INF789F1AYK6,45609,NSE,EQ,EQ,buy,FALSE,20,88.65,604142445,1300000024604716,13/11/2024
NIFTYBEES,INF204KB14I2,45609,NSE,EQ,EQ,buy,FALSE,5,265.63,405089130,1200000029837957,13/11/2024
JUNIORBEES,INF732E01045,45609,NSE,EQ,EQ,buy,FALSE,4,723.59,405089149,1200000029838030,13/11/2024
HDFCMOMENT,INF179KC1HV6,45609,NSE,EQ,EQ,buy,FALSE,60,33.60,203991978,1100000026138984,13/11/2024
MID150BEES,INF204KB1V68,45609,NSE,EQ,EQ,buy,FALSE,9,208.44,405089150,1200000029838033,13/11/2024
NIFTYBEES,INF204KB14I2,45609,NSE,EQ,EQ,buy,FALSE,1,265.63,405089131,1200000029837957,13/11/2024
JIOFIN,INE758E01017,45609,NSE,EQ,EQ,buy,FALSE,75,302.00,406604291,1200000037610860,13/11/2024
SKFINDIA,INE640A01023,45610,NSE,EQ,EQ,buy,FALSE,7,4500.00,609620898,1300000056023816,14/11/2024
SKFINDIA,INE640A01023,45610,NSE,EQ,EQ,buy,FALSE,3,4499.95,609620897,1300000056023816,14/11/2024
KPITTECH,INE04I401011,45617,NSE,EQ,EQ,buy,FALSE,30,1299.60,401272688,1200000006691324,21/11/2024
MOM30IETF,INF109KC17C7,45624,NSE,EQ,EQ,buy,FALSE,50,34.85,205705369,1100000037342957,28/11/2024
HDFCSML250,INF179KC1FB2,45624,NSE,EQ,EQ,buy,FALSE,12,176.74,205705378,1100000037342966,28/11/2024
HDFCMOMENT,INF179KC1HV6,45624,NSE,EQ,EQ,buy,FALSE,60,34.41,205705423,1100000037343167,28/11/2024
MOM30IETF,INF109KC17C7,45624,NSE,EQ,EQ,buy,FALSE,35,34.85,205705425,1100000037343170,28/11/2024
GOLDBEES,INF204KB17I5,45624,NSE,EQ,EQ,buy,FALSE,19,63.78,205705368,1100000037342953,28/11/2024
UTINEXT50,INF789F1AUW9,45624,NSE,EQ,EQ,buy,FALSE,20,74.91,605055144,1300000033988410,28/11/2024
JUNIORBEES,INF732E01045,45624,NSE,EQ,EQ,buy,FALSE,4,751.35,406034773,1200000039807716,28/11/2024
AUTOIETF,INF109KC10V2,45624,NSE,EQ,EQ,buy,FALSE,60,23.84,205705427,1100000037343172,28/11/2024
NIFTYBEES,INF204KB14I2,45624,NSE,EQ,EQ,buy,FALSE,6,269.45,406034774,1200000039807717,28/11/2024
SILVERETF,INF789F1AYK6,45624,NSE,EQ,EQ,buy,FALSE,20,86.08,605055162,1300000033988552,28/11/2024
MID150BEES,INF204KB1V68,45624,NSE,EQ,EQ,buy,FALSE,9,214.83,406034776,1200000039807719,28/11/2024
CONSUMBEES,INF204KA1LD7,45624,NSE,EQ,EQ,buy,FALSE,10,125.95,406034780,1200000039807723,28/11/2024
MOM30IETF,INF109KC17C7,45624,NSE,EQ,EQ,buy,FALSE,15,34.86,205705426,1100000037343170,28/11/2024
EMAMILTD,INE548C01032,45628,NSE,EQ,EQ,sell,FALSE,2,658.60,200806043,1100000004339342,2/12/2024
OIL,INE274J01014,45628,NSE,EQ,EQ,sell,FALSE,21,483.20,400878426,1200000004686145,2/12/2024
BIKAJI,INE00E101023,45628,NSE,EQ,EQ,sell,FALSE,2,770.35,915688,1000000004416812,2/12/2024
COALINDIA,INE522F01014,45628,NSE,EQ,EQ,sell,FALSE,10,417.35,915691,1000000004416820,2/12/2024
KPITTECH,INE04I401011,45628,NSE,EQ,EQ,sell,FALSE,10,1354.00,400878429,1200000004686150,2/12/2024
EMAMILTD,INE548C01032,45628,NSE,EQ,EQ,sell,FALSE,8,658.60,200806044,1100000004339342,2/12/2024
PATANJALI,INE619A01035,45628,NSE,EQ,EQ,sell,FALSE,1,1817.25,600770489,1300000003995957,2/12/2024
BIKAJI,INE00E101023,45628,NSE,EQ,EQ,sell,FALSE,7,770.20,915689,1000000004416812,2/12/2024
ABSLAMC,INE404A01024,45628,NSE,EQ,EQ,buy,FALSE,1,898.45,917288,1000000004427528,2/12/2024
CGPOWER,INE067A01029,45628,NSE,EQ,EQ,buy,FALSE,3,735.25,917280,1000000004427506,2/12/2024
CGPOWER,INE067A01029,45628,NSE,EQ,EQ,buy,FALSE,8,735.25,917281,1000000004427506,2/12/2024
SUVENPHAR,INE03QK01018,45628,NSE,EQ,EQ,buy,FALSE,8,1322.00,600771666,1300000004004439,2/12/2024
ABSLAMC,INE404A01024,45628,NSE,EQ,EQ,buy,FALSE,8,898.90,917290,1000000004427528,2/12/2024
ABSLAMC,INE404A01024,45628,NSE,EQ,EQ,buy,FALSE,1,898.45,917289,1000000004427528,2/12/2024
SUVENPHAR,INE03QK01018,45628,NSE,EQ,EQ,buy,FALSE,2,1322.05,600771667,1300000004004439,2/12/2024
DLF,INE271C01023,45628,NSE,EQ,EQ,buy,FALSE,5,825.45,200807580,1100000004349124,2/12/2024
SONATSOFTW,INE269A01021,45628,NSE,EQ,EQ,buy,FALSE,10,645.65,600771665,1300000004004436,2/12/2024
DLF,INE271C01023,45628,NSE,EQ,EQ,buy,FALSE,5,825.50,200807581,1100000004349124,2/12/2024
AUTOIETF,INF109KC10V2,45639,NSE,EQ,EQ,buy,FALSE,35,23.93,203550699,1100000024099733,13/12/2024
UTINEXT50,INF789F1AUW9,45639,NSE,EQ,EQ,buy,FALSE,5,76.57,603440291,1300000021831115,13/12/2024
GOLDBEES,INF204KB17I5,45639,NSE,EQ,EQ,buy,FALSE,19,64.81,203550602,1100000024099374,13/12/2024
JUNIORBEES,INF732E01045,45639,NSE,EQ,EQ,buy,FALSE,4,769.99,403675093,1200000025656811,13/12/2024
HDFCSML250,INF179KC1FB2,45639,NSE,EQ,EQ,buy,FALSE,12,181.74,203550646,1100000024099521,13/12/2024
AUTOIETF,INF109KC10V2,45639,NSE,EQ,EQ,buy,FALSE,25,23.93,203550700,1100000024099733,13/12/2024
NIFTYBEES,INF204KB14I2,45639,NSE,EQ,EQ,buy,FALSE,6,270.82,403675094,1200000025656813,13/12/2024
MOM30IETF,INF109KC17C7,45639,NSE,EQ,EQ,buy,FALSE,50,35.43,203550619,1100000024099399,13/12/2024
MOM30IETF,INF109KC17C7,45639,NSE,EQ,EQ,buy,FALSE,50,35.43,203550697,1100000024099718,13/12/2024
HDFCMOMENT,INF179KC1HV6,45639,NSE,EQ,EQ,buy,FALSE,60,35.03,203550695,1100000024099707,13/12/2024
MID150BEES,INF204KB1V68,45639,NSE,EQ,EQ,buy,FALSE,9,221.24,403675100,1200000025656820,13/12/2024
SILVERETF,INF789F1AYK6,45639,NSE,EQ,EQ,buy,FALSE,20,88.71,603440351,1300000021831371,13/12/2024
UTINEXT50,INF789F1AUW9,45639,NSE,EQ,EQ,buy,FALSE,15,76.58,603440292,1300000021831115,13/12/2024
CONSUMBEES,INF204KA1LD7,45639,NSE,EQ,EQ,buy,FALSE,10,125.96,403675096,1200000025656814,13/12/2024
MID150BEES,INF204KB1V68,45656,NSE,EQ,EQ,buy,FALSE,9,216.53,404707792,1200000037694191,30/12/2024
HDFCMOMENT,INF179KC1HV6,45656,NSE,EQ,EQ,buy,FALSE,60,33.43,205017691,1100000036469092,30/12/2024
SILVERETF,INF789F1AYK6,45656,NSE,EQ,EQ,buy,FALSE,20,86.11,604115643,1300000029837716,30/12/2024
MOM30IETF,INF109KC17C7,45656,NSE,EQ,EQ,buy,FALSE,50,33.83,205017690,1100000036469091,30/12/2024
CONSUMBEES,INF204KA1LD7,45656,NSE,EQ,EQ,buy,FALSE,10,125.27,404707790,1200000037694179,30/12/2024
UTINEXT50,INF789F1AUW9,45656,NSE,EQ,EQ,buy,FALSE,20,72.69,604115538,1300000029837080,30/12/2024
MOM30IETF,INF109KC17C7,45656,NSE,EQ,EQ,buy,FALSE,50,33.83,205017613,1100000036468649,30/12/2024
JUNIORBEES,INF732E01045,45656,NSE,EQ,EQ,buy,FALSE,4,729.47,404707791,1200000037694186,30/12/2024
NIFTYBEES,INF204KB14I2,45656,NSE,EQ,EQ,buy,FALSE,6,266.14,404707806,1200000037694235,30/12/2024
HDFCSML250,INF179KC1FB2,45656,NSE,EQ,EQ,buy,FALSE,12,177.62,205017609,1100000036468639,30/12/2024
AUTOIETF,INF109KC10V2,45656,NSE,EQ,EQ,buy,FALSE,60,23.45,205017693,1100000036469094,30/12/2024
GOLDBEES,INF204KB17I5,45656,NSE,EQ,EQ,buy,FALSE,19,64.06,205017599,1100000036468595,30/12/2024
SUVENPHAR,INE03QK01018,45664,NSE,EQ,EQ,sell,FALSE,1,1099.05,603763162,1300000026600568,7/01/2025
MARICO,INE196A01026,45664,NSE,EQ,EQ,sell,FALSE,11,650.55,404092423,1200000030986056,7/01/2025
DLF,INE271C01023,45664,NSE,EQ,EQ,sell,FALSE,10,808.60,203884721,1100000028306167,7/01/2025
NESTLEIND,INE239A01024,45664,NSE,EQ,EQ,sell,FALSE,1,2205.10,404092454,1200000030986281,7/01/2025
CGPOWER,INE067A01029,45664,NSE,EQ,EQ,sell,FALSE,11,725.15,2904335,1000000023881298,7/01/2025
SUVENPHAR,INE03QK01018,45664,NSE,EQ,EQ,sell,FALSE,1,1099.05,603763163,1300000026600568,7/01/2025
SUVENPHAR,INE03QK01018,45664,NSE,EQ,EQ,sell,FALSE,6,1099.00,603763165,1300000026600568,7/01/2025
PATANJALI,INE619A01035,45664,NSE,EQ,EQ,sell,FALSE,1,1863.95,603763176,1300000026600647,7/01/2025
LLOYDSME,INE281B01032,45664,NSE,EQ,EQ,sell,FALSE,2,1401.50,404092424,1200000030986058,7/01/2025
SUVENPHAR,INE03QK01018,45664,NSE,EQ,EQ,sell,FALSE,2,1099.00,603763164,1300000026600568,7/01/2025
KALYANKJIL,INE303R01014,45664,NSE,EQ,EQ,buy,FALSE,7,738.80,404092917,1200000030991866,7/01/2025
KALYANKJIL,INE303R01014,45664,NSE,EQ,EQ,buy,FALSE,2,738.90,404092918,1200000030991866,7/01/2025
RVNL,INE415G01027,45664,NSE,EQ,EQ,buy,FALSE,9,417.20,603764062,1300000026605287,7/01/2025
HINDPETRO,INE094A01015,45664,NSE,EQ,EQ,buy,FALSE,9,389.00,203885420,1100000028312166,7/01/2025
COLPAL,INE259A01022,45664,NSE,EQ,EQ,buy,FALSE,9,2775.90,2904702,1000000023885246,7/01/2025
OIL,INE274J01014,45664,NSE,EQ,EQ,buy,FALSE,8,474.80,404092916,1200000030991859,7/01/2025
NIFTYBEES,INF204KB14I2,45670,NSE,EQ,EQ,buy,FALSE,6,260.65,404576976,1200000034920909,13/01/2025
GOLDBEES,INF204KB17I5,45670,NSE,EQ,EQ,buy,FALSE,19,66.15,204102122,1100000030574984,13/01/2025
CONSUMBEES,INF204KA1LD7,45720,NSE,EQ,EQ,buy,FALSE,10,112.31,405824773,1200000047558441,4/03/2025
MID150BEES,INF204KB1V68,45720,NSE,EQ,EQ,buy,FALSE,9,183.00,405824780,1200000047558481,4/03/2025
NIFTYBEES,INF204KB14I2,45720,NSE,EQ,EQ,buy,FALSE,3,247.22,405824774,1200000047558442,4/03/2025
NIFTYBEES,INF204KB14I2,45720,NSE,EQ,EQ,buy,FALSE,1,247.25,405824777,1200000047558442,4/03/2025
AUTOIETF,INF109KC10V2,45720,NSE,EQ,EQ,buy,FALSE,60,20.75,205358907,1100000040956827,4/03/2025
NIFTYBEES,INF204KB14I2,45720,NSE,EQ,EQ,buy,FALSE,1,247.22,405824776,1200000047558442,4/03/2025
MOM30IETF,INF109KC17C7,45720,NSE,EQ,EQ,buy,FALSE,100,27.25,205358903,1100000040956763,4/03/2025
NIFTYBEES,INF204KB14I2,45720,NSE,EQ,EQ,buy,FALSE,1,247.22,405824775,1200000047558442,4/03/2025
UTINEXT50,INF789F1AUW9,45720,NSE,EQ,EQ,buy,FALSE,20,61.61,605487304,1300000038625696,4/03/2025
SILVERETF,INF789F1AYK6,45720,NSE,EQ,EQ,buy,FALSE,20,93.35,605487303,1300000038625694,4/03/2025
HDFCSML250,INF179KC1FB2,45720,NSE,EQ,EQ,buy,FALSE,12,139.70,205358909,1100000040956830,4/03/2025
HDFCMOMENT,INF179KC1HV6,45720,NSE,EQ,EQ,buy,FALSE,60,27.03,205358911,1100000040956896,4/03/2025
JUNIORBEES,INF732E01045,45720,NSE,EQ,EQ,buy,FALSE,4,618.06,405824779,1200000047558480,4/03/2025
GOLDBEES,INF204KB17I5,45720,NSE,EQ,EQ,buy,FALSE,19,71.85,205358908,1100000040956829,4/03/2025
RRKABEL,INE777K01022,45720,NSE,EQ,EQ,sell,FALSE,3,895.60,605569662,1300000039312273,4/03/2025
HATSUN,INE473B01035,45720,NSE,EQ,EQ,sell,FALSE,2,899.05,205436486,1100000041613688,4/03/2025
KALYANKJIL,INE303R01014,45720,NSE,EQ,EQ,sell,FALSE,9,439.25,405900301,1200000048357508,4/03/2025
SONATSOFTW,INE269A01021,45720,NSE,EQ,EQ,sell,FALSE,10,372.35,605569664,1300000039312305,4/03/2025
PATANJALI,INE619A01035,45720,NSE,EQ,EQ,sell,FALSE,3,1729.00,605569659,1300000039312260,4/03/2025
BPCL,INE029A01011,45720,NSE,EQ,EQ,sell,FALSE,6,246.00,4773466,1000000040358598,4/03/2025
PATANJALI,INE619A01035,45720,NSE,EQ,EQ,sell,FALSE,1,1729.00,605569660,1300000039312260,4/03/2025
RVNL,INE415G01027,45720,NSE,EQ,EQ,sell,FALSE,9,327.45,605569663,1300000039312277,4/03/2025
ZOMATO,INE758T01015,45720,NSE,EQ,EQ,sell,FALSE,16,229.43,605569661,1300000039312266,4/03/2025
APLAPOLLO,INE702C01027,45720,NSE,EQ,EQ,sell,FALSE,10,1425.00,4773460,1000000040358422,4/03/2025
PATANJALI,INE619A01035,45720,NSE,EQ,EQ,sell,FALSE,5,1729.00,605569658,1300000039312260,4/03/2025
HINDPETRO,INE094A01015,45720,NSE,EQ,EQ,sell,FALSE,9,307.30,205436487,1100000041613696,4/03/2025
NESTLEIND,INE239A01024,45720,NSE,EQ,EQ,sell,FALSE,1,2135.15,405900269,1200000048357181,4/03/2025
OIL,INE274J01014,45720,NSE,EQ,EQ,buy,FALSE,10,345.90,405900990,1200000048363438,4/03/2025
AIIL,INE206F01022,45720,NSE,EQ,EQ,buy,FALSE,8,1540.00,4773825,1000000040363189,4/03/2025
NATCOPHARM,INE987B01026,45720,NSE,EQ,EQ,buy,FALSE,8,799.35,405900994,1200000048363498,4/03/2025
DRREDDY,INE089A01031,45720,NSE,EQ,EQ,buy,FALSE,8,1117.00,205437173,1100000041619572,4/03/2025
ZENSARTECH,INE520A01027,45720,NSE,EQ,EQ,buy,FALSE,9,710.20,605570203,1300000039317439,4/03/2025
MAZDOCK,INE249Z01020,45720,NSE,EQ,EQ,buy,FALSE,8,2183.00,405900991,1200000048363452,4/03/2025
JUNIORBEES,INF732E01045,45729,NSE,EQ,EQ,buy,FALSE,4,636.97,402873368,1200000023765849,13/03/2025
MID150BEES,INF204KB1V68,45729,NSE,EQ,EQ,buy,FALSE,9,185.40,402873369,1200000023765851,13/03/2025
SILVERETF,INF789F1AYK6,45729,NSE,EQ,EQ,buy,FALSE,20,96.20,602519771,1300000019595918,13/03/2025
MOM30IETF,INF109KC17C7,45729,NSE,EQ,EQ,buy,FALSE,50,27.28,202890968,1100000021340347,13/03/2025
HDFCMOMENT,INF179KC1HV6,45729,NSE,EQ,EQ,buy,FALSE,60,27.06,202890969,1100000021340348,13/03/2025
UTINEXT50,INF789F1AUW9,45729,NSE,EQ,EQ,buy,FALSE,20,63.61,602519671,1300000019595390,13/03/2025
NIFTYBEES,INF204KB14I2,45729,NSE,EQ,EQ,buy,FALSE,6,252.23,402873366,1200000023765841,13/03/2025
HDFCSML250,INF179KC1FB2,45729,NSE,EQ,EQ,buy,FALSE,12,142.34,202890911,1100000021340012,13/03/2025
AUTOIETF,INF109KC10V2,45729,NSE,EQ,EQ,buy,FALSE,60,21.10,202890953,1100000021340280,13/03/2025
CONSUMBEES,INF204KA1LD7,45729,NSE,EQ,EQ,buy,FALSE,10,114.70,402873367,1200000023765843,13/03/2025
GOLDBEES,INF204KB17I5,45729,NSE,EQ,EQ,buy,FALSE,19,72.78,202890908,1100000021339961,13/03/2025
MOM30IETF,INF109KC17C7,45729,NSE,EQ,EQ,buy,FALSE,50,27.28,202890909,1100000021339964,13/03/2025
MOM30IETF,INF109KC17C7,45744,NSE,EQ,EQ,buy,FALSE,50,28.69,204753969,1100000045336491,28/03/2025
GOLDBEES,INF204KB17I5,45744,NSE,EQ,EQ,buy,FALSE,19,74.50,204753967,1100000045336487,28/03/2025
CONSUMBEES,INF204KA1LD7,45744,NSE,EQ,EQ,buy,FALSE,10,118.68,404914832,1200000053672596,28/03/2025
UTINEXT50,INF789F1AUW9,45744,NSE,EQ,EQ,buy,FALSE,20,67.94,604462852,1300000042979520,28/03/2025
NIFTYBEES,INF204KB14I2,45744,NSE,EQ,EQ,buy,FALSE,6,263.24,404914830,1200000053672594,28/03/2025
MID150BEES,INF204KB1V68,45744,NSE,EQ,EQ,buy,FALSE,9,198.14,404914833,1200000053672599,28/03/2025
JUNIORBEES,INF732E01045,45744,NSE,EQ,EQ,buy,FALSE,4,677.62,404914827,1200000053672591,28/03/2025
RATNAMANI,INE703B01027,45110,NSE,EQ,EQ,sell,FALSE,1,2273.50,62214883,1300000010481170,3/07/2023
360ONE,INE466L01038,45110,NSE,EQ,EQ,sell,FALSE,1,467.65,22702656,1100000014226201,3/07/2023
RATNAMANI,INE703B01027,45110,NSE,EQ,EQ,sell,FALSE,1,2273.50,62214882,1300000010481170,3/07/2023
360ONE,INE466L01038,45110,NSE,EQ,EQ,sell,FALSE,1,467.65,22702663,1100000014226201,3/07/2023
360ONE,INE466L01038,45110,NSE,EQ,EQ,sell,FALSE,1,467.65,22702662,1100000014226201,3/07/2023
GESHIP,INE017A01032,45110,NSE,EQ,EQ,sell,FALSE,6,730.85,22702665,1100000014226327,3/07/2023
KIMS,INE967H01017,45110,NSE,EQ,EQ,sell,FALSE,1,1773.45,42406121,1200000012473755,3/07/2023
LALPATHLAB,INE600L01024,45110,NSE,EQ,EQ,sell,FALSE,1,2299.30,42406116,1200000012473736,3/07/2023
JYOTHYLAB,INE668F01031,45110,NSE,EQ,EQ,sell,FALSE,18,219.60,42406117,1200000012473747,3/07/2023
LALPATHLAB,INE600L01024,45110,NSE,EQ,EQ,sell,FALSE,1,2299.45,42406115,1200000012473736,3/07/2023
VAIBHAVGBL,INE884A01027,45110,NSE,EQ,EQ,sell,FALSE,12,310.60,62214880,1300000010481146,3/07/2023
SUPREMEIND,INE195A01028,45110,NSE,EQ,EQ,sell,FALSE,2,3210.25,62214894,1300000010481257,3/07/2023
360ONE,INE466L01038,45110,NSE,EQ,EQ,sell,FALSE,1,467.65,22702661,1100000014226201,3/07/2023
VGUARD,INE951I01027,45110,NSE,EQ,EQ,sell,FALSE,14,280.05,62214881,1300000010481156,3/07/2023
